,anime_id,name,genre,type,episodes,rating,members
5828,31762,King of Prism by Pretty Rhythm,"Music, Shoujo, Sports",Movie,1.0,6.34,2897
5829,8141,Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody,"Adventure, Comedy, Drama",Movie,1.0,6.34,233
5830,6994,Koneko no Studio,Comedy,Movie,1.0,6.34,373
5831,3448,Mad★Bull 34,"Action, Police",OVA,4.0,6.34,3216
5832,10465,Manyuu Hikenchou,"Action, Comedy, Ecchi, Samurai, Seinen",TV,12.0,6.34,32171
5833,1162,Maze☆Bakunetsu Jikuu,"Adventure, Comedy, Fantasy, Mecha, Shounen",OVA,2.0,6.34,1835
5834,1071,Memories Off #5 Togireta Film The Animation,"Drama, Romance",OVA,1.0,6.34,2068
5835,21479,Metal Fight Beyblade Zero G Specials,"Adventure, Sports",Special,7.0,6.34,915
5836,24713,Miss Monochrome: The Animation - Soccer-hen,"Comedy, Slice of Life, Sports",ONA,1.0,6.34,5455
5837,8848,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!","Comedy, Seinen, Slice of Life",Movie,1.0,6.34,175
5838,9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,"Comedy, Ecchi, Harem, Romance",TV,12.0,6.34,51637
5839,11595,Perman (1983),"Comedy, Kids, School, Super Power",TV,526.0,6.34,447
5840,22215,Pretty Rhythm: All Star Selection,"Music, Shoujo, Sports",TV,11.0,6.34,1145
5841,30912,Robot Girls Z Episode 0,"Comedy, Mecha, Parody",ONA,1.0,6.34,1271
5842,4213,Saishuu Shiken Kujira Progressive,"Drama, Romance",OVA,1.0,6.34,1710
5843,7759,Saki Picture Drama,"Comedy, Slice of Life",Special,7.0,6.34,2767
5844,2770,SF Shinseiki Lensman,"Action, Adventure, Sci-Fi, Space",Movie,1.0,6.34,1405
5845,4948,Shounen Sarutobi Sasuke,"Adventure, Fantasy",Movie,1.0,6.34,564
5846,5369,Street Fighter: Aratanaru Kizuna,"Action, Adventure, Shounen",OVA,1.0,6.34,5106
5847,1582,Submarine 707R,"Action, Adventure, Military, Sci-Fi",OVA,2.0,6.34,1712
5848,25169,Tamayura: More Aggressive Picture Drama,"Comedy, Drama",Special,1.0,6.34,809
5849,31668,Teekyuu 5 Specials,"Comedy, School, Shounen, Sports",Special,2.0,6.35,1308
5850,30178,Tiger &amp; Bunny Recaps,"Action, Comedy, Mystery, Super Power",OVA,2.0,6.34,516
5851,33023,Touken Ranbu: Hanamaru,"Action, Comedy, Drama, Fantasy, Historical, Slice of Life",TV,12.0,6.34,30310
5852,2516,Uchuu no Senshi,"Mecha, Military, Sci-Fi, Shounen, Space",OVA,6.0,6.34,2596
5853,12411,UN-GO: Inga Nikki,Parody,ONA,10.0,6.34,4951
5854,1959,Wild 7,"Action, Drama, Police, Shounen",OVA,2.0,6.34,679
5855,16233,Yowai Mushi,"Drama, Music",Special,1.0,6.34,1154
5856,16574,Yu☆Gi☆Oh! Zexal Special,"Action, Fantasy, Game, Shounen",Special,1.0,6.34,1965
5857,1994,.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,"Adventure, Comedy, Fantasy, Game, Sci-Fi",Special,1.0,6.33,8891
5858,33326,Aftermath,"Drama, Military, Music",Music,1.0,6.33,258
5859,6688,Batain Lai!! Minami no Shima no Mizu Monogatari,"Historical, Slice of Life",Movie,1.0,6.33,334
5860,3120,Bobby ni Kubittake,"Drama, Romance, Slice of Life",Movie,1.0,6.33,1470
5861,1494,Darkside Blues,"Horror, Mystery, Psychological, Sci-Fi",Movie,1.0,6.33,5224
5862,3518,Ginga no Uo Ursa Minor Blue,"Fantasy, Kids",OVA,1.0,6.33,1568
5863,11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,"Comedy, Ecchi, School, Seinen, Shoujo Ai",TV,12.0,6.33,17103
5864,16646,Hanamaru Youchien: Panda Neko Taisou,"Comedy, Kids, Music",Special,8.0,6.34,1430
5865,7405,Jankenman,"Adventure, Super Power",TV,51.0,6.33,255
5866,2738,Kasumin 3rd Season,"Fantasy, Kids",TV,26.0,6.33,287
5867,511,Kidou Shinsengumi Moeyo Ken TV,"Adventure, Comedy, Fantasy, Historical",TV,13.0,6.33,3424
5868,23367,Kitakubu Katsudou Kiroku: Miniature Theater,"Comedy, School",Special,6.0,6.33,1154
5869,7376,Kurumiwari Ningyou,"Drama, Fantasy, Romance",Movie,1.0,6.33,225
5870,12433,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,Mystery,ONA,1.0,6.33,2609
5871,30652,Long Riders!,"Comedy, Shounen, Slice of Life, Sports",TV,12.0,6.33,11562
5872,15177,Macross FB7: Ore no Uta wo Kike!,"Action, Mecha, Music, Romance, Sci-Fi",Movie,1.0,6.33,2398
5873,22435,New Mobile Report Gundam Wing: Frozen Teardrop Picture Drama - Aratanaru Tatakai,"Action, Mecha, Sci-Fi",Special,1.0,6.33,1555
5874,16397,Photokano,"Ecchi, Romance, School",TV,13.0,6.33,53319
5875,31113,Puchitto Furikaerintia,"Action, Adventure, Mecha, Sci-Fi",Special,1.0,6.33,1003
5876,818,Sakura Tsuushin,"Comedy, Drama, Romance, Slice of Life",OVA,12.0,6.33,7342
5877,1100,Soreyuke! Uchuu Senkan Yamamoto Yohko,"Adventure, Comedy, Sci-Fi",OVA,3.0,6.33,1735
5878,21507,Soul Eater NOT!,"Action, Comedy, Ecchi, Shounen, Supernatural",TV,12.0,6.33,92269
5879,4599,Tanoshii Willow Town,"Fantasy, Kids",TV,26.0,6.33,295
5880,3115,Toki no Tabibito: Time Stranger,"Action, Adventure, Romance, Sci-Fi",Movie,1.0,6.33,941
5881,5308,Ushio to Tora: Comically Deformed Theater,"Action, Comedy",OVA,1.0,6.33,1501
5882,6425,Weiß Survive,"Comedy, Ecchi, Game",TV,16.0,6.33,13591
5883,6987,Aki-Sora,"Ecchi, Romance, Seinen",OVA,1.0,6.32,54567
5884,2537,Angelique: Twin Collection,"Fantasy, Sci-Fi, Shoujo",OVA,8.0,6.32,906
5885,7334,Bakugan Battle Brawlers: Gundalian Invaders,"Action, Adventure, Fantasy, Game, Shounen",TV,39.0,6.32,11110
5886,17295,Cosmic Break,"Drama, Game, Mecha",ONA,4.0,6.32,280
5887,6496,Cutey Honey Flash: The Movie,"Adventure, Comedy, Magic, Romance",Movie,1.0,6.32,1577
5888,9972,Document Taiyou no Kiba Dagram,"Drama, Mecha, Military, Sci-Fi, Shounen",Movie,1.0,6.32,336
5889,23333,DRAMAtical Murder,"Action, Psychological, Sci-Fi, Super Power",TV,12.0,6.32,80121
5890,7252,Enchanted Journey,"Adventure, Drama, Fantasy, Kids",Movie,1.0,6.32,223
5891,2196,Genmu Senki Leda,"Action, Adventure, Fantasy, Magic, Mecha, Sci-Fi",OVA,1.0,6.32,1925
5892,9598,Haiyoru! Nyaruani: Remember My Love(craft-sensei),"Comedy, Sci-Fi",TV,11.0,6.32,17934
5893,17897,Hana wa Saku,Music,Special,1.0,6.32,762
5894,7723,Hipira-kun,"Comedy, Fantasy, Kids, Supernatural, Vampire",TV,10.0,6.32,1923
5895,7169,Ibara-Hime matawa Nemuri-Hime,"Drama, Historical",Movie,1.0,6.32,586
5896,9172,Kaitei Sanman Mile,"Adventure, Fantasy",Movie,1.0,6.32,189
5897,1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,Comedy,ONA,7.0,6.32,4503
5898,3723,Koala Boy Kokki,Comedy,TV,26.0,6.32,360
5899,5725,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,"Action, Adventure, Game, Kids, Sci-Fi",TV,30.0,6.32,1710
5900,29301,Kurage no Shokudou,"Drama, Slice of Life",OVA,1.0,6.32,8112
5901,33795,Mahou Shoujo Nante Mou Ii Desukara. 2nd Season,"Comedy, Magic",TV,12.0,6.32,5676
5902,18449,Mobile Suit Gundam Battlefield Record: Avant-Title,"Mecha, Sci-Fi, Space",ONA,1.0,6.32,1169
5903,28381,Monster High: Kowa-ike Girls,"Kids, Shoujo, Supernatural",ONA,8.0,6.32,244
5904,4719,Queen&#039;s Blade: Rurou no Senshi,"Action, Adventure, Ecchi, Fantasy",TV,12.0,6.32,51170
5905,3877,Sasurai no Shoujo Nell,"Adventure, Historical, Shoujo",TV,26.0,6.32,356
5906,445,Tales of Eternia The Animation,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,13.0,6.32,11582
5907,17969,Tanken Driland: 1000-nen no Mahou,"Adventure, Fantasy",TV,51.0,6.32,680
5908,4033,The iDOLM@STER Live For You!,"Comedy, Drama, Music",OVA,1.0,6.32,6601
5909,176,Triangle Heart: Sweet Songs Forever,"Adventure, Romance",OVA,4.0,6.32,4543
5910,30865,Umi ni Ochita Tsuki no Hanashi,Kids,Movie,1.0,6.32,293
5911,7818,Yousei Ou,"Fantasy, Shoujo",OVA,1.0,6.32,374
5912,16576,Yu☆Gi☆Oh! Zexal Second: Midokoro Tenkomori Special,"Action, Fantasy, Game, Shounen",Special,1.0,6.32,1832
5913,19029,Yuyushiki: Nyanyashiki,Comedy,Special,6.0,6.32,6805
5914,12131,30-sai no Hoken Taiiku Specials,"Ecchi, Parody, Romance, Seinen",Special,3.0,6.31,3073
5915,24699,Ai Tenchi Muyou!,"Comedy, Sci-Fi, Shounen",TV,50.0,6.31,15313
5916,6077,Akubi Girl,"Comedy, Fantasy",TV,26.0,6.31,328
5917,231,Asagiri no Miko,"Action, Comedy, Drama, Fantasy, Magic, School, Sci-Fi, Shounen, Slice of Life, Super Power, Supernatural",TV,26.0,6.31,4721
5918,9164,Attack No.1: Namida no Fushichou,"Drama, Shoujo, Sports",Movie,1.0,6.31,248
5919,25965,Backkom 2,"Comedy, Kids",TV,52.0,6.31,162
5920,31049,Beyblade Burst,"Action, Adventure, Sci-Fi, Shounen, Sports",TV,inf,6.31,3221
5921,4095,Chuumon no Ooi Ryouriten (1991),"Fantasy, Horror, Supernatural",Movie,1.0,6.31,2304
5922,2285,D.I.C.E.,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen",TV,40.0,6.31,2744
5923,6215,Dr.,"Action, Adventure, Magic, Music, Sci-Fi, Super Power",Music,1.0,6.31,1616
5924,12485,Gregory Horror Show: The Bloody Karte,"Comedy, Demons, Horror, Mystery, Supernatural, Vampire",Special,12.0,6.31,399
5925,1552,Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita,"Comedy, Drama, Romance",Movie,1.0,6.31,399
5926,6992,Hoshi ni Negai wo: Fantastic Cat,"Adventure, Sci-Fi",ONA,1.0,6.31,1140
5927,32065,Kimi no Sumu Machi,Comedy,Special,1.0,6.31,398
5928,31091,Komori-san wa Kotowarenai!,"Comedy, School, Slice of Life",TV,12.0,6.31,24377
5929,23989,Maken-Ki! Two Specials,Ecchi,Special,5.0,6.32,7858
5930,6695,Mangchi,"Adventure, Comedy, Fantasy",Movie,1.0,6.31,461
5931,1628,Maou Dante,"Action, Demons, Horror, Shounen, Supernatural",TV,13.0,6.31,3907
5932,3898,Mazinger Z tai Devilman,"Adventure, Demons, Mecha, Sci-Fi, Shounen",Movie,1.0,6.31,1481
5933,7740,Queen&#039;s Blade: Gyokuza wo Tsugu Mono Specials,"Action, Adventure, Ecchi, Fantasy",Special,6.0,6.31,7496
5934,2244,Rakugo Tennyo Oyui,"Comedy, Historical",TV,12.0,6.31,1086
5935,2068,Sousei Kishi Gaiarth,"Action, Adventure, Mecha, Sci-Fi",OVA,3.0,6.31,1104
5936,7705,Starry☆Sky,"Harem, School, Shoujo",ONA,26.0,6.31,37155
5937,3989,Suna no Bara: Yuki no Mokushiroku,Action,OVA,1.0,6.31,633
5938,309,Akahori Gedou Hour Rabuge,"Comedy, Magic, Parody",TV,13.0,6.3,3271
5939,7610,Anju to Zushioumaru,"Fantasy, Historical",Movie,1.0,6.3,637
5940,6095,Azuki-chan the Movie,"Comedy, Romance, Shoujo, Slice of Life",Movie,1.0,6.3,390
5941,1542,Brain Powerd,"Action, Adventure, Mecha, Sci-Fi",TV,26.0,6.3,5058
5942,1828,Catblue: Dynamite,"Action, Fantasy",ONA,1.0,6.3,1311
5943,2019,DNA Sights 999.9,"Action, Adventure, Drama, Sci-Fi",OVA,1.0,6.3,1048
5944,3808,Futari Daka,"Cars, Shounen, Sports",TV,36.0,6.3,234
5945,8152,Gegege no Kitarou (1985 Movie),"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1.0,6.3,232
5946,13993,Goulart Knights: Evoked the Beginning White,"Action, Drama, Fantasy, Shoujo, Supernatural",OVA,1.0,6.3,1746
5947,21809,Kenzen Robo Daimidaler,"Comedy, Ecchi, Mecha, Seinen",TV,12.0,6.3,33059
5948,3155,Kingyo Chuuihou! (Movie),"Action, Comedy, Kids, Shoujo",Movie,1.0,6.3,301
5949,11505,Kiss Dum: Omokage,"Mecha, Military, Sci-Fi",Special,1.0,6.3,605
5950,1899,Masou Kishin Cybuster,"Adventure, Mecha, Sci-Fi, Shounen",TV,26.0,6.3,1342
5951,1188,Momoiro Sisters,"Comedy, Slice of Life",TV,24.0,6.3,1366
5952,25641,Monotonous Purgatory,Music,Music,1.0,6.3,515
5953,3936,Personal Computer Travel Tanteidan,"Adventure, Historical, Kids, Sci-Fi",TV,26.0,6.3,606
5954,6523,Porong Porong Pororo,Kids,TV,52.0,6.3,197
5955,4566,Prism Ark Specials,"Action, Comedy, Drama, Fantasy, Magic",Special,6.0,6.3,1636
5956,29035,Robot Girls Z Plus,"Comedy, Mecha, Parody",ONA,6.0,6.3,3863
5957,839,Samurai Spirits 2: Asura Zanmaden,"Action, Fantasy, Martial Arts, Samurai, Super Power",OVA,2.0,6.3,1317
5958,30390,Sengoku Musou: Sengoku Musou High School,"Comedy, Samurai, School",Special,8.0,6.3,735
5959,11561,Sougen no Ko Tenguri,"Adventure, Drama, Historical, Kids",Movie,1.0,6.3,406
5960,6899,Stitch!: Itazura Alien no Daibouken,"Adventure, Comedy, Kids, Sci-Fi",TV,29.0,6.3,875
5961,6900,Tamagotchi!,"Comedy, Kids",TV,143.0,6.3,536
5962,2102,Tattoon Master,"Adventure, Comedy, Slice of Life, Supernatural",OVA,2.0,6.3,1370
5963,773,Tenamonya Voyagers,"Adventure, Comedy, Ecchi, Mecha, Sci-Fi",OVA,4.0,6.3,1755
5964,13967,Thermae Romae x Asahi Shimbun Digital Collaboration,"Comedy, Historical, Seinen",Special,1.0,6.3,480
5965,7691,Tokimeki Memorial 4 OVA,Harem,OVA,1.0,6.3,1260
5966,4584,Topo Gigio,"Adventure, Comedy, Kids",TV,21.0,6.3,981
5967,346,W: Wish,"Drama, Harem, Romance, School, Slice of Life",TV,13.0,6.3,10523
5968,7463,Weiß Survive R,"Comedy, Ecchi, Game",TV,12.0,6.3,7275
5969,11537,Yamatarou Kaeru,Kids,OVA,1.0,6.3,332
5970,10330,Bakugan Battle Brawlers: Mechtanium Surge,"Action, Adventure, Fantasy, Game, Shounen",TV,46.0,6.29,8662
5971,9991,Bremen 4: Jigoku no Naka no Tenshi-tachi,"Adventure, Kids",Special,1.0,6.29,249
5972,8132,Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,"Action, Historical, Mecha",Movie,1.0,6.29,1208
5973,15979,Eureka Seven AO: Aratanari Fukaki Ao,"Comedy, Slice of Life",ONA,10.0,6.29,3331
5974,1157,Final Fantasy: Unlimited,"Action, Adventure, Fantasy, Sci-Fi, Shounen",TV,25.0,6.29,25652
5975,3151,Genei Toushi Bastof Lemon,"Adventure, Mecha, Sci-Fi",TV,26.0,6.29,666
5976,141,Jinki:Extend,"Mecha, Sci-Fi",TV,12.0,6.29,7496
5977,8196,Kawasaki Frontale x Tentai Senshi Sunred 2nd Season,"Comedy, Parody, Seinen, Sports, Super Power",Special,1.0,6.29,321
5978,1561,Lovedol: Lovely Idol,"Harem, Music",TV,12.0,6.29,5825
5979,24417,Maido! Urayasu Tekkin Kazoku,"Comedy, Shounen",TV,25.0,6.29,407
5980,1984,Memory,Mystery,Movie,1.0,6.29,1709
5981,7247,Naked Wolves,"Action, Comedy, Kids, Sports",TV,52.0,6.29,317
5982,9782,Norageki!,"Mystery, Sci-Fi, Space",OVA,1.0,6.29,6727
5983,11873,Oraa Guzura Dado (1987),"Comedy, Kids",TV,44.0,6.29,178
5984,1938,Shin Kaitei Gunkan,"Action, Adventure, Fantasy, Historical, Military, Sci-Fi",OVA,2.0,6.29,877
5985,32039,Show By Rock!! Short!!,"Comedy, Music",TV,12.0,6.29,5672
5986,10263,Sonic X Pilot,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen",Special,2.0,6.29,1795
5987,1862,Strike Witches OVA,"Action, Ecchi, Magic, Military, Sci-Fi",OVA,1.0,6.29,18236
5988,13675,Taisei Kensetsu: Bosporus Kaikyou Tunnel,Drama,Special,1.0,6.29,2707
5989,17879,Tamako Market Specials,Comedy,Special,6.0,6.29,12141
5990,24527,Yomigaeru Sora Pilot,"Action, Military, Seinen",Special,1.0,6.29,298
5991,7939,Animation!,"Adventure, Comedy, Dementia, Fantasy, Music, Mystery",OVA,13.0,6.28,407
5992,13143,Baku Tech! Bakugan,"Action, Game, Shounen",TV,51.0,6.28,1752
5993,4419,Catman,"Comedy, Fantasy, Slice of Life",ONA,7.0,6.28,1555
5994,3962,Chocolate Underground,"Comedy, Kids",ONA,13.0,6.28,9351
5995,32932,Choujuu Giga,Romance,ONA,inf,6.28,466
5996,5629,Choujuu Kishin Dancougar: Hakunetsu no Shuushou,"Mecha, Sci-Fi, Space",OVA,4.0,6.28,419
5997,841,Colorful,"Comedy, Ecchi, Slice of Life",TV,16.0,6.28,13960
5998,10177,DD Hokuto no Ken,"Parody, Seinen",TV,12.0,6.28,2348
5999,904,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Movie,1.0,6.28,49949
6000,25495,fake!fake!,Music,Music,1.0,6.28,548
6001,3294,Gasshin Sentai Mechander Robo,"Mecha, Military, Mystery, Sci-Fi, Space",TV,35.0,6.28,287
6002,33808,Girlfriend (Note),"Music, School",ONA,3.0,6.28,1942
6003,3020,Gu-Gu Ganmo,"Comedy, School",TV,50.0,6.28,259
6004,11005,Holy Knight,"Ecchi, Fantasy, School, Seinen, Supernatural, Vampire",OVA,2.0,6.28,20589
6005,1427,Lupin III: Ikiteita Majutsushi,"Adventure, Comedy, Shounen",OVA,1.0,6.28,2697
6006,5723,Mobile Suit Gundam: More Information on the Universal Century,"Mecha, Military, Sci-Fi, Space",Special,10.0,6.28,1350
6007,1139,Monkey Magic,"Adventure, Fantasy, Kids",TV,13.0,6.28,356
6008,16335,Muv-Luv Alternative: Total Eclipse Recap - Climax Chokuzen Special,"Action, Mecha, Military, Sci-Fi",Special,1.0,6.28,5477
6009,838,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,"Drama, Seinen, Thriller",TV,13.0,6.28,18031
6010,2083,Natsuki Crisis,"Action, Martial Arts, School",OVA,2.0,6.28,1186
6011,14519,Neko Ramen: Ore no Shouyu Aji,Comedy,ONA,13.0,6.28,256
6012,439,RG Veda,"Adventure, Drama, Fantasy",OVA,2.0,6.28,5070
6013,14583,Rinne no Lagrange Specials,Comedy,Special,6.0,6.28,3291
6014,5314,Rokumon Tengai Mon Colle Knights Movie: Densetsu no Fire Dragon,"Adventure, Comedy, Fantasy",Movie,1.0,6.28,350
6015,10201,Senkou no Night Raid Picture Drama,"Action, Historical, Super Power",Special,1.0,6.28,1543
6016,3599,Shin Kujakuou,"Action, Demons, Horror",OVA,2.0,6.28,743
6017,11791,Sore Ike! Anpanman: Ruby no Negai,"Comedy, Kids, Magic",Movie,1.0,6.28,162
6018,17963,"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...","Mecha, Sci-Fi",Movie,1.0,6.28,302
6019,9002,True Tears: Raigomaru to Jibeta no Monogatari,Kids,Special,1.0,6.28,5110
6020,2301,Uchuu no Kishi Tekkaman Blade OVA: Missing Link,"Action, Mecha, Sci-Fi, Shounen",OVA,1.0,6.28,1056
6021,29123,World Calling,Music,Music,1.0,6.28,578
6022,5474,Yobarete Tobidete Akubi-chan,"Comedy, Fantasy, Kids",TV,26.0,6.28,233
6023,14231,Akuemon,"Fantasy, Romance",OVA,1.0,6.27,453
6024,1202,Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,"Action, Adventure, Fantasy, Magic, Sci-Fi",OVA,1.0,6.27,10531
6025,18767,BlazBlue: Alter Memory,"Action, Fantasy",TV,12.0,6.27,52965
6026,23365,By Your Side,Music,Music,1.0,6.27,550
6027,2981,Chika Gentou Gekiga: Shoujo Tsubaki,"Drama, Historical, Horror",Movie,1.0,6.27,8214
6028,18755,Donyatsu,"Comedy, Sci-Fi, Seinen",Movie,12.0,6.27,2168
6029,7491,Dragon Quest Retsuden: Roto no Monshou,"Adventure, Fantasy, Magic, Shounen",Movie,1.0,6.27,590
6030,33045,Dream Festival!,Music,ONA,12.0,6.27,4761
6031,4003,Dream Hunter Rem,"Ecchi, Magic",OVA,4.0,6.27,1442
6032,23409,Duel Masters VS,"Action, Adventure, Comedy, Shounen",TV,49.0,6.27,374
6033,1324,Earthian,"Drama, Shoujo, Shounen Ai",OVA,4.0,6.27,5394
6034,498,Haja Taisei Dangaiou,"Action, Adventure, Mecha, Sci-Fi",OVA,3.0,6.27,2350
6035,14095,Kamen Rider Fourze x Crayon Shin-chan,"Action, Comedy, Kids, Shounen",Special,4.0,6.27,440
6036,2049,Kouryuu Densetsu Villgust,"Action, Adventure, Comedy, Fantasy, Romance",OVA,2.0,6.27,1079
6037,17815,Kyoto Animation: Kasa-hen,Fantasy,Special,1.0,6.27,2317
6038,4129,Mahou no Tenshi Creamy Mami: Curtain Call,"Comedy, Music, Shoujo",Music,1.0,6.27,298
6039,12449,Maken-Ki! Specials,"Ecchi, Sports",Special,6.0,6.27,13691
6040,7415,Mukougaoka Chisato wa Tada Mitsumeteita no Datta,Music,Music,1.0,6.27,794
6041,10481,Otohime Connection,"Drama, Mystery, Romance, Shoujo, Slice of Life",OVA,1.0,6.27,259
6042,2332,Plastic Little,"Action, Adventure, Comedy, Ecchi, Mecha, Military, Romance, Sci-Fi",OVA,1.0,6.27,7287
6043,7468,Princess Lover! Picture Drama,"Comedy, Ecchi, Harem, School",Special,6.0,6.27,7132
6044,11547,Sengoku☆Paradise Kiwami,"Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo",TV,26.0,6.27,3473
6045,10525,Shinseiki Duel Masters Flash,"Comedy, Kids",TV,24.0,6.27,314
6046,32309,Tabi Machi Late Show,Drama,TV,4.0,6.27,5430
6047,686,To Heart: Remember My Memories Specials,"Comedy, Martial Arts, Parody, Samurai, Sci-Fi, Super Power",Special,7.0,6.27,2198
6048,9794,Tono to Issho 1.5,"Comedy, Historical, Parody, Samurai, Seinen",OVA,1.0,6.27,462
6049,648,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,"Comedy, Drama, Harem, Romance, Sci-Fi",TV,13.0,6.27,5200
6050,4484,"Umi no Yami, Tsuki no Kage","Drama, Horror, Romance",OVA,3.0,6.27,483
6051,20053,Wizard Barristers: Benmashi Cecil,Magic,TV,12.0,6.27,38188
6052,5133,100-man-nen Chikyuu no Tabi: Bander Book,Sci-Fi,Special,1.0,6.26,429
6053,6074,21 Emon Uchuu ike! Hadashi no Princess,"Comedy, Sci-Fi, Space",Movie,1.0,6.26,260
6054,2689,Akai Koudan Zillion: Utahime Yakyoku,"Adventure, Sci-Fi, Shounen",Special,1.0,6.26,533
6055,21523,Baku Tech! Bakugan Gachi,"Action, Game, Shounen",TV,39.0,6.26,690
6056,2823,Barbapapa,"Comedy, Fantasy",TV,45.0,6.26,1385
6057,5289,Beast Wars Second: LioConvoy in Imminent Danger!,"Action, Adventure, Sci-Fi",Movie,1.0,6.26,685
6058,12877,Bokurano Recap,"Drama, Mecha, Psychological, Sci-Fi",Special,1.0,6.26,1737
6059,2830,Chibikko Remi to Meiken Kapi,"Adventure, Drama, Slice of Life",Movie,1.0,6.26,351
6060,1283,Choujuu Densetsu Gestalt,"Adventure, Comedy, Fantasy, Shoujo",OVA,2.0,6.26,2601
6061,7290,Cyborg 009: Kaijuu Sensou,"Action, Adventure, Sci-Fi",Movie,1.0,6.26,806
6062,2287,Fighting Foodons,"Adventure, Comedy, Fantasy, Game, Shounen",TV,26.0,6.26,2580
6063,1056,Good Morning Call,"Comedy, Drama, Romance, School, Shoujo",OVA,1.0,6.26,3970
6064,10477,Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,"Comedy, Sci-Fi",Special,1.0,6.26,8434
6065,4713,Heart no Kuni no Alice: Wonderful Wonder World,"Fantasy, Harem, Romance, Shoujo",Movie,1.0,6.26,20532
6066,3406,iDOLM@STER Xenoglossia Specials,"Comedy, Mecha, Sci-Fi",Special,9.0,6.26,2377
6067,5876,Izumo,"Adventure, Fantasy, Historical",OVA,2.0,6.26,276
6068,9951,Jiu Se Lu,Supernatural,Movie,1.0,6.26,775
6069,2092,Kiss wa Hitomi ni Shite,"Comedy, Romance, Shoujo",OVA,1.0,6.26,356
6070,1909,Kusatta Kyoushi no Houteishiki,"Comedy, Romance, Shounen Ai",OVA,2.0,6.26,2649
6071,13789,Little Nemo Pilot,Adventure,Special,1.0,6.26,407
6072,8792,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,Comedy,OVA,1.0,6.26,6996
6073,32927,Mobile Suit Gundam UC: A Phantom World,"Action, Mecha",Special,1.0,6.25,383
6074,5584,New Dream Hunter Rem: Setsuriku no Mudenmekyu,"Ecchi, Magic",OVA,1.0,6.26,502
6075,7876,Oz no Mahoutsukai,Fantasy,Movie,1.0,6.26,357
6076,20555,SoniAni: Super Sonico The Animation,"Music, Slice of Life",TV,12.0,6.26,45748
6077,854,Soul Link,"Action, Adventure, Comedy, Military, Romance, Sci-Fi, Space",TV,12.0,6.26,14641
6078,33902,Suntory Minami Alps no Tennen Mizu,"Drama, School",Special,3.0,6.26,3700
6079,2388,Tachiguishi Retsuden,Comedy,Movie,1.0,6.26,445
6080,31221,Tantei Team KZ Jiken Note,"Mystery, School",TV,16.0,6.26,9410
6081,5462,Top wo Nerae! Kagaku Kouza,"Comedy, Sci-Fi",Special,6.0,6.26,5479
6082,28251,Uribyeol ilhowa ulrookso,"Comedy, Kids, Magic, Romance",Movie,1.0,6.22,283
6083,31551,Yurumates 3D Plus: Natsuyasumi Maison du Wish Report,"Comedy, Seinen, Slice of Life",OVA,1.0,6.26,280
6084,14949,Yurumates 3D: Ushinawareta Genjitsu,"Comedy, Seinen, Slice of Life",OVA,1.0,6.26,1095
6085,7739,11eyes: Momoiro Genmutan,"Comedy, Ecchi, Super Power, Supernatural",Special,1.0,6.25,28144
6086,8216,Aa Harimanada,"Martial Arts, Seinen, Sports",TV,23.0,6.25,640
6087,1224,Aquarian Age: Sign for Evolution,"Action, Adventure, Fantasy, Music, Romance, Sci-Fi, Shounen, Super Power, Supernatural",TV,13.0,6.25,9268
6088,5421,Ark,"Action, Fantasy, Mecha, Military, Sci-Fi, Supernatural",Movie,1.0,6.25,721
6089,2414,Assemble Insert,"Comedy, Police, Sci-Fi",OVA,2.0,6.25,1566
6090,22547,Blade &amp; Soul,"Action, Adventure, Fantasy, Martial Arts",TV,13.0,6.25,72692
6091,7597,"Boku, Otaryman.","Comedy, Seinen, Slice of Life",OVA,1.0,6.25,3294
6092,11705,Dragon Age: Blood Mage no Seisen,"Action, Fantasy",Movie,1.0,6.25,6341
6093,5689,Eien no Filena,"Adventure, Drama, Fantasy",OVA,6.0,6.25,301
